ensembl_id,gene_name,gene_type,chromosome,WZ12_CADASIL_Control,WZ16_CADASIL_C224Y,WZ4_CADASIL_Control,WZ8_CADASIL_Control,XZ5_CADASIL_R153C,XZ6_CADASIL_R153C_isoCtrl,XZ7_CADASIL_C224Y_isoCtrl
ENSG00000283522.1,MIR3150A,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283523.1,MIR3926-2,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283524.2,OR11J7P,unprocessed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000283525.2,ENSG00000283525,transcribed_unprocessed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000283526.2,PRRT1B,protein_coding,chr9,188,12,13,51,4,1,27
ENSG00000283527.1,U6,snRNA,chr20,0,0,0,0,0,0,0
ENSG00000283528.2,TCAF2C,protein_coding,chr7,0,1,0,0,0,1,0
ENSG00000283529.2,ENSG00000283529,transcribed_unprocessed_pseudogene,chr20,0,0,0,0,0,0,0
ENSG00000283532.1,MIR4317,miRNA,chr18,0,0,0,0,0,0,0
ENSG00000283534.1,MIR374C,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000283535.1,ENSG00000283535,unprocessed_pseudogene,chr22,0,0,0,0,0,0,0
ENSG00000283536.3,ENSG00000283536,protein_coding,chr12,0,0,0,0,0,0,0
ENSG00000283537.3,ENSG00000283537,transcribed_unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000283538.3,ENSG00000283538,lncRNA,chr17,18,3,6,5,20,22,7
ENSG00000283540.1,MIR520F,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283541.1,ENSG00000283541,unprocessed_pseudogene,chr9,0,0,0,0,0,0,0
ENSG00000283542.1,OASL2P,unitary_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000283544.1,ENSG00000283544,unprocessed_pseudogene,chr3,0,0,1,0,0,0,0
ENSG00000283545.1,U6,snRNA,chr12,0,0,0,0,0,0,0
ENSG00000283546.1,ENSG00000283546,lncRNA,chrX,0,0,0,0,0,0,0
ENSG00000283547.1,MTATP6P8,unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000283549.1,ENSG00000283549,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000283550.1,MIR2054,miRNA,chr4,0,0,0,0,0,0,0
ENSG00000283551.1,SNORD98,snoRNA,chr10,0,0,0,0,0,0,0
ENSG00000283554.1,LINC02341,lncRNA,chr13,0,0,0,0,0,0,0
ENSG00000283555.1,U2,snRNA,chr8,0,0,0,0,0,0,0
ENSG00000283556.1,MIR376B,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283558.1,MIR3158-2,miRNA,chr10,0,0,0,0,0,0,0
ENSG00000283559.3,ENSG00000283559,transcribed_unprocessed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000283561.1,MIR376A2,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283562.1,IGHVIII-44,IG_V_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000283563.1,ENSG00000283563,protein_coding,chr3,4,1,1,1,4,0,1
ENSG00000283564.1,U6,snRNA,chr16,0,0,0,0,0,0,0
ENSG00000283566.2,ENSG00000283566,unprocessed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000283567.2,C19orf85,protein_coding,chr19,2,0,0,0,0,0,0
ENSG00000283568.1,5_8S_rRNA,rRNA,chr20,0,0,0,0,0,0,0
ENSG00000283569.1,MIR4773-2,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283571.1,ENSG00000283571,IG_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000283572.1,MIR4251,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283573.1,ENSG00000283573,lncRNA,chr6,0,0,0,0,0,0,0
ENSG00000283575.1,U6,snRNA,chr1,0,0,0,1,0,0,0
ENSG00000283576.1,ENSG00000283576,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000283578.1,MTND5P42,processed_pseudogene,chr10,0,0,0,2,0,0,1
ENSG00000283579.1,ENSG00000283579,lncRNA,chr13,0,0,0,0,0,0,0
ENSG00000283580.4,ENSG00000283580,protein_coding,chr1,0,0,0,0,0,0,0
ENSG00000283582.1,SULT6B2P,unitary_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000283583.1,ENSG00000283583,unprocessed_pseudogene,chr22,0,0,0,0,0,0,0
ENSG00000283584.1,ENSG00000283584,snoRNA,chr16,0,0,0,0,0,0,0
ENSG00000283586.1,GKN3P,unitary_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283587.1,ENSG00000283587,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000283588.1,MIR376A1,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283591.1,MIR4430,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283592.1,Y_RNA,misc_RNA,chr20,0,0,0,0,0,0,0
ENSG00000283594.1,FAM236C,protein_coding,chrX,0,0,0,0,0,0,0
ENSG00000283597.3,FAM169BP,transcribed_unitary_pseudogene,chr15,1,1,0,2,9,3,6
ENSG00000283598.1,MIR1295B,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283599.3,ENSG00000283599,protein_coding,chrX,3,1,0,0,0,0,0
ENSG00000283601.1,MS4A19P,unprocessed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000283602.1,ENSG00000283602,transcribed_unitary_pseudogene,chr5,0,0,0,0,0,0,2
ENSG00000283603.1,MIR4302,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283604.1,MIR338,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283605.1,OR4C48P,unprocessed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000283607.2,IGHVII-30-21,IG_V_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000283608.1,ENSG00000283608,lncRNA,chr6,0,0,0,0,0,0,0
ENSG00000283609.1,MIR4662A,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283611.2,TMEM274P,unitary_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000283612.1,MIR103B1,miRNA,chr5,0,0,0,0,0,0,0
ENSG00000283613.1,CUPIN1P,unitary_pseudogene,chr18,0,0,0,0,0,0,0
ENSG00000283614.1,MIR7973-2,miRNA,chr15,0,0,0,0,0,0,0
ENSG00000283615.1,MIR924,miRNA,chr18,0,0,0,0,0,0,0
ENSG00000283616.1,MIR5683,miRNA,chr6,0,0,0,0,0,0,0
ENSG00000283618.1,ENSG00000283618,sRNA,chr7,0,0,0,0,0,0,0
ENSG00000283621.1,MIR6759,miRNA,chr12,1,3,5,0,0,0,2
ENSG00000283622.1,MIR4328,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000283625.1,TEDDM3P,unprocessed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000283626.1,MTATP6P10,unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000283627.1,ENSG00000283627,lncRNA,chr14,0,0,0,0,0,0,0
ENSG00000283629.1,ENSG00000283629,lncRNA,chr14,0,0,0,0,0,0,0
ENSG00000283631.1,ENSG00000283631,lncRNA,chrX,0,0,0,0,0,0,0
ENSG00000283632.4,EXOC3L2,protein_coding,chr19,51,231,53,161,82,131,239
ENSG00000283633.1,ENSG00000283633,lncRNA,chr22,0,0,1,0,0,0,20
ENSG00000283634.1,MIR3155B,miRNA,chr10,0,0,0,0,0,0,0
ENSG00000283635.1,ENSG00000283635,lncRNA,chr2,0,0,0,0,0,0,1
ENSG00000283636.1,Metazoa_SRP,misc_RNA,chr2,0,0,0,0,0,0,0
ENSG00000283637.1,MIR4776-2,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283638.3,ENSG00000283638,lncRNA,chrX,0,4,1,1,6,0,0
ENSG00000283639.1,MIR9500,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283644.1,ETDC,protein_coding,chrX,0,0,0,0,0,0,0
ENSG00000283645.1,MIR5583-2,miRNA,chr18,0,0,0,0,0,0,0
ENSG00000283646.2,LINC02009,lncRNA,chr3,0,0,5,0,0,0,0
ENSG00000283647.1,ENSG00000283647,lncRNA,chr9,0,0,0,0,0,0,0
ENSG00000283648.1,ENSG00000283648,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000283653.1,ENSG00000283653,unprocessed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000283654.3,CIROP,protein_coding,chr14,0,0,0,0,0,0,0
ENSG00000283656.1,MIR4483,miRNA,chr10,0,0,0,0,0,0,0
ENSG00000283657.1,ENSG00000283657,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283659.1,ENSG00000283659,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283662.1,ENSG00000283662,lncRNA,chr16,27,1,1,4,21,11,8
ENSG00000283663.1,ENSG00000283663,protein_coding,chr19,0,0,0,0,0,0,0
ENSG00000283664.1,MIR4679-1,miRNA,chr10,0,0,0,0,0,0,0
ENSG00000283665.1,MIR3974,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283666.1,U6,snRNA,chr4,0,0,0,0,0,0,0
ENSG00000283667.1,ENSG00000283667,lncRNA,chr18,9,4,3,4,11,1,2
ENSG00000283669.1,CD200LP,unitary_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000283672.1,MIR4678,miRNA,chr10,0,0,0,0,0,0,0
ENSG00000283673.1,MIR4531,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283674.3,ENSG00000283674,lncRNA,chr8,9,4,11,4,27,4,6
ENSG00000283675.1,ENSG00000283675,snoRNA,chr17,0,0,0,0,0,0,0
ENSG00000283676.1,MIR5087,miRNA,chr1,0,2,0,0,0,0,0
ENSG00000283677.1,MIR3913-2,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283678.1,MIR6830,miRNA,chr5,0,0,0,0,0,0,0
ENSG00000283679.1,ENSG00000283679,processed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000283680.2,OR11K1P,unprocessed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000283682.1,MIR548AH,miRNA,chr4,0,1,1,0,0,0,0
ENSG00000283683.2,MYOCOS,protein_coding,chr1,0,0,0,0,0,1,0
ENSG00000283684.1,ENSG00000283684,lncRNA,chr2,0,0,0,0,0,0,0
ENSG00000283685.1,MIR522,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283686.2,ENSG00000283686,unprocessed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000283688.1,MIR6715B,miRNA,chr10,0,0,0,0,0,0,0
ENSG00000283689.1,ENSG00000283689,lncRNA,chr16,1,1,2,0,0,1,0
ENSG00000283690.1,MIR3116-2,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283691.1,Y_RNA,misc_RNA,chr11,0,0,0,0,0,0,0
ENSG00000283692.2,ENSG00000283692,lncRNA,chrX,0,0,0,0,3,0,0
ENSG00000283694.1,MIR3202-2,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000283695.1,ENSG00000283695,unprocessed_pseudogene,chr19,0,0,0,0,0,2,0
ENSG00000283696.1,ENSG00000283696,lncRNA,chr1,6,11,1,7,18,4,7
ENSG00000283697.3,HSFX3,protein_coding,chrX,0,0,0,0,0,0,0
ENSG00000283698.1,VINAC1P,transcribed_unitary_pseudogene,chr2,1,0,0,0,1,1,1
ENSG00000283699.1,MIR4481,miRNA,chr10,0,0,0,0,0,0,0
ENSG00000283701.1,MIR555,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283703.3,VSIG10L2,protein_coding,chr11,0,0,2,0,0,0,0
ENSG00000283704.1,ENSG00000283704,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000283705.1,MIR92A1,miRNA,chr13,0,0,0,0,0,0,0
ENSG00000283706.2,PRSS50,protein_coding,chr3,0,0,0,0,0,0,0
ENSG00000283709.2,FAM238C,transcribed_unprocessed_pseudogene,chr10,0,0,0,0,0,0,0
ENSG00000283710.1,MIR1204,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283712.1,MIR6727,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283717.1,MIR6831,miRNA,chr5,0,0,0,0,0,0,0
ENSG00000283721.1,MIR6884,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283724.1,MIR6732,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283726.1,MIR5193,miRNA,chr3,0,0,0,0,0,0,0
ENSG00000283728.1,MIR7108,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283733.1,MIR146A,miRNA,chr5,0,0,0,0,0,0,0
ENSG00000283734.1,MIR4785,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283736.1,MIR484,miRNA,chr16,0,0,0,0,0,0,0
ENSG00000283737.1,ENSG00000283737,TEC,chrX,0,0,0,0,0,0,0
ENSG00000283740.2,TAF11L11,protein_coding,chr5,0,0,0,0,0,0,0
ENSG00000283743.2,ENSG00000283743,lncRNA,chrX,0,0,0,0,0,0,0
ENSG00000283744.1,MIR6755,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000283745.1,MIR196B,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000283749.1,MIR4781,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283751.1,MIR452,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000283752.1,ENSG00000283752,unprocessed_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000283755.2,CPHXL,protein_coding,chr16,0,0,0,0,0,0,0
ENSG00000283757.1,ENSG00000283757,lncRNA,chr20,9,5,9,9,17,5,7
ENSG00000283758.2,PMIS2,protein_coding,chr19,0,0,0,0,0,0,0
ENSG00000283759.1,MIR614,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283761.1,ENSG00000283761,protein_coding,chr1,10,9,7,6,7,2,4
ENSG00000283762.1,MIR20A,miRNA,chr13,0,0,0,0,0,0,0
ENSG00000283764.1,MIR6850,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283765.1,ENSG00000283765,protein_coding,chr3,2,4,0,1,3,2,0
ENSG00000283766.1,ENSG00000283766,lncRNA,chr2,0,0,0,0,0,0,0
ENSG00000283768.1,MIR1178,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283769.1,ENSG00000283769,lncRNA,chr9,0,0,0,0,0,0,0
ENSG00000283770.1,MIR6849,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283772.1,MIR6778,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283773.1,ENSG00000283773,transcribed_unprocessed_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000283774.1,MIR632,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283775.1,MIR4329,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000283776.1,TAF11L13,protein_coding,chr5,0,0,0,0,0,0,0
ENSG00000283782.2,ENSG00000283782,protein_coding,chr5,0,0,0,0,0,0,0
ENSG00000283783.1,MIR622,miRNA,chr13,0,0,0,0,0,0,0
ENSG00000283785.1,MIR15A,miRNA,chr13,0,0,0,0,0,0,0
ENSG00000283787.2,PRR33,protein_coding,chr11,0,0,0,0,0,0,0
ENSG00000283788.1,MIR936,miRNA,chr10,0,0,0,0,0,0,0
ENSG00000283789.1,MIR7846,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283791.1,MIR612,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000283792.1,MIR4453,miRNA,chr4,0,0,0,0,0,0,0
ENSG00000283793.1,MIR6861,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283795.1,MIR4426,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283796.1,MIR6510,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283797.1,MIR29B1,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000283798.1,MIR630,miRNA,chr15,0,0,0,0,0,0,0
ENSG00000283799.1,MIR1182,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283801.1,MIR1302-11,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283803.1,MIR3198-2,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283805.1,MIR636,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283809.1,ENSG00000283809,protein_coding,chr22,0,0,0,0,0,0,0
ENSG00000283813.1,MIR4485,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000283815.1,MIR18A,miRNA,chr13,0,0,0,0,0,0,0
ENSG00000283818.1,MIR7844,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283819.1,MIR144,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283821.1,MIR6875,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000283822.1,MIR639,miRNA,chr19,0,0,0,1,0,3,0
ENSG00000283824.1,MIR22,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283828.1,ENSG00000283828,lncRNA,chr13,27,33,14,24,107,19,38
ENSG00000283829.1,MIR378I,miRNA,chr22,0,0,0,0,0,0,0
ENSG00000283836.1,MIR6734,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283839.3,ENSG00000283839,lncRNA,chr2,0,0,0,0,1,2,3
ENSG00000283840.1,MIR6764,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283842.1,MIR4751,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283844.1,MIR214,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283845.1,MIR4721,miRNA,chr16,0,0,0,1,0,0,0
ENSG00000283848.1,MIR6872,miRNA,chr3,0,0,0,0,0,0,0
ENSG00000283849.1,ENSG00000283849,lncRNA,chr3,3,0,1,4,7,6,7
ENSG00000283853.1,MIR4738,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283856.1,MIR7703,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283857.1,MIR1247,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283858.1,MIR3674,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283863.1,MIR3960,miRNA,chr9,0,0,0,0,0,0,0
ENSG00000283865.1,MTND3P18,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283867.1,MIR1307,miRNA,chr10,0,0,0,0,0,0,0
ENSG00000283871.1,MIR130B,miRNA,chr22,0,0,0,0,0,0,0
ENSG00000283873.2,SSU72L4,protein_coding,chr11,0,0,0,0,0,0,0
ENSG00000283874.1,MIR3911,miRNA,chr9,0,0,0,0,0,0,0
ENSG00000283876.1,MIR4260,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283877.1,ENSG00000283877,protein_coding,chr3,0,0,0,0,0,0,0
ENSG00000283879.1,MTND6P35,unprocessed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000283880.1,MIR7704,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283881.1,MIR3916,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283885.1,MIR3714,miRNA,chr3,0,0,0,0,0,0,0
ENSG00000283886.3,ENSG00000283886,protein_coding,chr9,0,0,0,0,0,0,0
ENSG00000283888.1,MIR1469,miRNA,chr15,0,0,0,0,0,0,0
ENSG00000283891.1,MIR628,miRNA,chr15,0,0,0,0,0,0,0
ENSG00000283894.1,MIR1324,miRNA,chr3,0,0,0,0,0,0,0
ENSG00000283897.2,ENSG00000283897,lncRNA,chr5,3,0,2,0,6,5,0
ENSG00000283899.1,MIR761,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283900.1,TPTEP2-CSNK1E,protein_coding,chr22,0,1,0,1,4,1,5
ENSG00000283904.1,MIR155,miRNA,chr21,0,0,0,0,0,0,0
ENSG00000283906.1,IGHV4-80,IG_V_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000283907.2,ENSG00000283907,lncRNA,chr19,2,0,1,0,1,2,1
ENSG00000283913.1,ENSG00000283913,lncRNA,chr10,4,1,2,0,5,1,1
ENSG00000283914.1,ENSG00000283914,lncRNA,chr17,0,0,0,0,0,0,0
ENSG00000283920.1,MIR6743,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000283921.1,MIR1302-9,miRNA,chr9,0,0,0,0,0,0,0
ENSG00000283923.1,MIR6132,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000283926.1,MIR192,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000283927.1,MIR133A1,miRNA,chr18,0,0,0,0,0,0,0
ENSG00000283928.1,MIR637,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283929.1,MIR5010,miRNA,chr17,1,2,1,2,1,0,0
ENSG00000283930.1,PLD5P1,protein_coding,chr10,4,7,9,0,20,0,0
ENSG00000283931.1,MIR18B,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000283933.1,MIR6878,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283935.1,MIR423,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283936.1,MIR3658,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283938.1,MIR3917,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283940.1,MTND3P15,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283941.1,MIR600,miRNA,chr9,0,0,0,0,0,0,0
ENSG00000283944.1,MIR4709,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283945.2,LINC00032,transcribed_unprocessed_pseudogene,chr9,0,0,0,0,0,0,0
ENSG00000283948.1,IGHVIII-16-1,IG_V_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000283950.1,MIR6791,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283952.1,ENSG00000283952,protein_coding,chr1,0,0,0,0,0,0,0
ENSG00000283956.1,MIR3610,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283958.1,MIR1248,miRNA,chr3,0,0,0,0,0,0,0
ENSG00000283959.2,ENSG00000283959,lncRNA,chr8,12,9,5,11,20,7,9
ENSG00000283967.1,TAF11L8,protein_coding,chr5,0,0,0,0,0,0,0
ENSG00000283969.1,MIR6838,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000283971.1,MIR4442,miRNA,chr3,0,0,0,0,0,0,0
ENSG00000283972.2,FAM247A,transcribed_unprocessed_pseudogene,chr22,0,0,0,0,0,0,0
ENSG00000283973.2,ENSG00000283973,lncRNA,chr1,0,0,0,3,2,3,0
ENSG00000283977.1,ENSG00000283977,protein_coding,chr11,0,0,0,0,0,0,0
ENSG00000283978.1,MIR365B,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283980.1,GNG14,protein_coding,chr19,0,0,0,0,0,0,0
ENSG00000283982.1,ENSG00000283982,lncRNA,chr9,14,12,3,15,75,7,6
ENSG00000283988.1,TAF11L9,protein_coding,chr5,0,0,0,0,0,0,0
ENSG00000283990.1,MIRLET7A3,miRNA,chr22,0,0,0,0,0,0,0
ENSG00000283991.1,ENSG00000283991,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000283992.2,SLURP2,protein_coding,chr8,0,0,0,0,0,0,0
ENSG00000283994.1,ENSG00000283994,lncRNA,chr2,0,0,0,0,0,0,0
ENSG00000283998.1,MIR492,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283999.1,ENSG00000283999,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000284000.1,MIR4458,miRNA,chr5,0,0,0,0,0,0,0
ENSG00000284003.1,ENSG00000284003,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000284005.1,MIR6084,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000284008.1,MIR6511B1,miRNA,chr16,0,0,0,0,0,0,0
ENSG00000284010.1,MIR675,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000284011.1,MIR6502,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000284012.1,MIR6840,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000284015.1,MIR1281,miRNA,chr22,7,16,0,4,15,14,16
ENSG00000284018.2,SSU72L5,protein_coding,chr11,0,0,0,0,0,0,0
ENSG00000284020.1,MIR4697,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000284024.4,MSANTD7,protein_coding,chr10,543,458,441,498,708,548,491
ENSG00000284027.1,MIR497,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000284028.1,MIR4468,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000284029.1,MIR6805,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000284031.1,MIR4761,miRNA,chr22,0,0,0,0,0,0,0
ENSG00000284032.1,MIR29A,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000284034.1,MIR5196,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000284035.1,MIR5187,miRNA,chr1,0,0,0,1,0,0,0
ENSG00000284038.1,MIR10A,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000284040.1,MIR296,miRNA,chr20,0,0,0,0,0,0,0
ENSG00000284042.1,TAF11L6,protein_coding,chr5,0,0,0,0,0,0,0
ENSG00000284043.1,MIR20B,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000284047.1,MIR6836,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000284048.2,ENSG00000284048,lncRNA,chr7,0,0,0,0,3,0,0
ENSG00000284049.1,MIR650,miRNA,chr22,0,0,0,0,0,0,0
ENSG00000284052.1,ENSG00000284052,lncRNA,chr2,33,13,6,14,87,16,18
ENSG00000284054.1,MIR7112,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000284055.1,MIR4315-1,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000284057.1,ENSG00000284057,protein_coding,chr11,0,0,0,0,0,0,0
ENSG00000284059.1,MIR5572,miRNA,chr15,0,0,0,0,0,1,0
ENSG00000284060.1,ENSG00000284060,transcribed_unprocessed_pseudogene,chr22,7,0,2,3,6,2,3
ENSG00000284062.1,MIR4469,miRNA,chr8,0,0,0,0,0,0,2
ENSG00000284064.1,MIR6834,miRNA,chr6,0,0,0,0,0,0,0
ENSG00000284065.1,MIR6887,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000284067.1,MIR6837,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000284070.1,ENSG00000284070,lncRNA,chr22,0,1,1,0,0,0,0
ENSG00000284071.1,ENSG00000284071,unprocessed_pseudogene,chrY,0,0,0,0,0,0,0
ENSG00000284074.1,MIR4758,miRNA,chr20,0,0,0,0,0,0,0
ENSG00000284078.1,SNORD138,miRNA,chr5,0,0,0,0,0,0,0
ENSG00000284079.1,MIR4775,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000284081.1,MIR1199,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000284082.1,MIR7109,miRNA,chr22,0,0,0,0,0,0,0
ENSG00000284084.1,AOX3P-AOX2P,lncRNA,chr2,0,0,0,0,0,0,0
ENSG00000284085.1,MIR4732,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000284087.1,MIR6844,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000284092.1,MIR5703,miRNA,chr2,0,0,0,0,1,0,0
ENSG00000284094.1,MIR6073,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000284095.1,ENSG00000284095,TEC,chr3,0,0,0,0,0,0,1
ENSG00000284098.1,ENSG00000284098,unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000284107.1,MIR19B2,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000284108.1,MIR611,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000284112.1,MIR195,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000284114.1,MIR6800,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000284116.1,ENSG00000284116,lncRNA,chr9,1,2,0,0,1,3,1
